# Taskr #205 - provision-member round trip measured from a phone, 2026-09-07.
#
# Device      Samsung SM-S918U, Android 16, curl 8.15.0 under `adb shell`. No browser.
# Function    provision-member, deployment v8, ezbr_sha256
#             c7c2e6f4f2afafe5ce05c1948ece9f3fd517228fcbbec26b5e9826ba7f0efd73,
#             deployed 2026-09-04T22:31:12.914Z; source last moved by commit dbe6bbd.
# Analysis    docs/hosting-decision.md, section "Measured 2026-09-07".
#
# Every row is a REFUSAL. auth=key sends the publishable key and reaches the
# function (401 {"error":"Sign in first."}); auth=none sends no Authorization
# header and is refused by the GATEWAY one hop short of it
# (401 {"code":"UNAUTHORIZED_NO_AUTH_HEADER"}), so it times the network without
# booting anything. `reached` is classified from the body that came back, not
# from which call was intended. No write, no credential minted, no provider call.
#
# The per-pass public egress addresses are REDACTED: they are the owner's home
# and cellular IPs and this repo is public. They were recorded at capture time
# and differed between the wifi and cellular passes, which is the control that
# the two networks really are two networks.
#
# Times are seconds as curl reports them. idle_s is the idle ACTUALLY SLEPT
# before a cold window, 0 where it does not apply.
#
# pass  1,2 = warm (wireless debugging); 3 = cold schedule, six 930 s idle
#             windows over USB, detached on the phone.
# phase warm | first-after-idle | reused | control | cold | warm-after-cold
#
pass	ts_utc	network	phase	auth	reached	idle_s	http	dns_s	connect_s	appconnect_s	starttransfer_s	total_s	remote_ip	num_connects	body
# 1 network=wifi iface=wlan0 egress=<redacted> started=2026-09-07T04:19:59Z
2	2026-09-07T04:25:01Z	wifi	warm	key	function	0	401	0.085641	0.115248	0.196863	0.966521	0.966967	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:02Z	wifi	warm	none	gateway	0	401	0.043308	0.101676	0.232558	0.312427	0.312676	172.64.149.246	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:03Z	wifi	warm	key	function	0	401	0.137855	0.183287	0.248138	0.569336	0.569658	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:04Z	wifi	warm	none	gateway	0	401	0.007389	0.045069	0.129045	0.363299	0.364695	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:06Z	wifi	warm	key	function	0	401	0.010671	0.128664	0.237626	0.545399	0.545508	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:06Z	wifi	warm	none	gateway	0	401	0.008015	0.050795	0.122993	0.307488	0.307698	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:08Z	wifi	warm	key	function	0	401	0.007739	0.067038	0.111840	0.467896	0.468433	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:08Z	wifi	warm	none	gateway	0	401	0.123535	0.178444	0.219308	0.331574	0.331822	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:10Z	wifi	warm	key	function	0	401	0.059809	0.091581	0.121195	0.267779	0.268722	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:10Z	wifi	warm	none	gateway	0	401	0.043531	0.154980	0.289220	0.421554	0.421855	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:12Z	wifi	warm	key	function	0	401	0.007025	0.067394	0.098842	0.350738	0.351015	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:12Z	wifi	warm	none	gateway	0	401	0.006283	0.127619	0.231519	0.407279	0.407549	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:14Z	wifi	warm	key	function	0	401	0.007402	0.069081	0.195320	0.409134	0.409392	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:14Z	wifi	warm	none	gateway	0	401	0.007603	0.039539	0.074660	0.200208	0.200425	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:16Z	wifi	warm	key	function	0	401	0.004929	0.041259	0.160369	0.401718	0.402387	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:16Z	wifi	warm	none	gateway	0	401	0.007142	0.065179	0.121224	0.264037	0.264239	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:18Z	wifi	warm	key	function	0	401	0.007630	0.042302	0.285579	0.488052	0.488292	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:18Z	wifi	warm	none	gateway	0	401	0.007009	0.049499	0.128413	0.308130	0.308265	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:20Z	wifi	warm	key	function	0	401	0.010525	0.126987	0.195209	0.439834	0.440405	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:20Z	wifi	warm	none	gateway	0	401	0.005405	0.049541	0.078979	0.226290	0.226434	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:22Z	wifi	warm	key	function	0	401	0.007729	0.052315	0.119436	0.258863	0.259591	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:22Z	wifi	warm	none	gateway	0	401	0.007821	0.110206	0.195434	0.350963	0.351160	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:24Z	wifi	warm	key	function	0	401	0.007686	0.097244	0.218911	0.465832	0.465938	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:24Z	wifi	warm	none	gateway	0	401	0.007188	0.050674	0.115100	0.261550	0.261834	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:26Z	wifi	warm	key	function	0	401	0.006813	0.045796	0.096256	0.379326	0.379529	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:26Z	wifi	warm	none	gateway	0	401	0.007420	0.058412	0.204299	0.487281	0.487597	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:28Z	wifi	warm	key	function	0	401	0.007312	0.047232	0.107177	0.266442	0.266698	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:28Z	wifi	warm	none	gateway	0	401	0.009200	0.048884	0.167603	0.327904	0.328149	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:30Z	wifi	warm	key	function	0	401	0.005913	0.050269	0.229434	0.489308	0.489617	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:30Z	wifi	warm	none	gateway	0	401	0.007504	0.053130	0.112761	0.240066	0.240352	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:32Z	wifi	warm	key	function	0	401	0.005207	0.157070	0.221250	0.674536	0.674923	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:25:33Z	wifi	warm	none	gateway	0	401	0.009725	0.121980	0.169497	0.392286	0.392414	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:25:34Z	wifi	reused	key	function	0	401	0.004858	0.114389	0.176529	0.499822	0.500117	104.18.38.10	1	-
2	2026-09-07T04:25:35Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.207455	0.208324	104.18.38.10	0	-
2	2026-09-07T04:25:35Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.267821	0.268525	104.18.38.10	0	-
2	2026-09-07T04:25:35Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.190533	0.190810	104.18.38.10	0	-
2	2026-09-07T04:25:36Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.268297	0.269061	104.18.38.10	0	-
2	2026-09-07T04:25:36Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.312480	0.313593	104.18.38.10	0	-
2	2026-09-07T04:25:36Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.311718	0.312649	104.18.38.10	0	-
2	2026-09-07T04:25:36Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.236143	0.236311	104.18.38.10	0	-
2	2026-09-07T04:25:37Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.280303	0.281564	104.18.38.10	0	-
2	2026-09-07T04:25:37Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.317573	0.318353	104.18.38.10	0	-
2	2026-09-07T04:25:37Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.304555	0.305158	104.18.38.10	0	-
2	2026-09-07T04:25:38Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.413851	0.414704	104.18.38.10	0	-
2	2026-09-07T04:25:38Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.320339	0.320906	104.18.38.10	0	-
2	2026-09-07T04:25:38Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.303530	0.304279	104.18.38.10	0	-
2	2026-09-07T04:25:39Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.310445	0.311178	104.18.38.10	0	-
2	2026-09-07T04:25:39Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.321084	0.321578	104.18.38.10	0	-
2	2026-09-07T04:25:39Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.304237	0.305233	104.18.38.10	0	-
2	2026-09-07T04:25:40Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.415847	0.416529	104.18.38.10	0	-
2	2026-09-07T04:25:40Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.320519	0.321883	104.18.38.10	0	-
2	2026-09-07T04:25:40Z	wifi	reused	key	function	0	401	0.000000	0.000000	0.000000	0.293638	0.294609	104.18.38.10	0	-
# 2 pass=2 network=wifi finished=2026-09-07T04:25:40Z
# 2 pass=2 network=cellular iface=rmnet_data1 egress=<redacted> started=2026-09-07T04:26:03Z
2	2026-09-07T04:26:04Z	cellular	warm	key	function	0	401	0.046087	0.079030	0.164854	0.636337	0.636556	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:04Z	cellular	warm	none	gateway	0	401	0.072514	0.122436	0.205176	0.331231	0.331389	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:06Z	cellular	warm	key	function	0	401	0.007981	0.060824	0.143578	0.430904	0.431223	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:06Z	cellular	warm	none	gateway	0	401	0.006981	0.052096	0.119743	0.469421	0.469739	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:08Z	cellular	warm	key	function	0	401	0.008522	0.060692	0.128924	0.418925	0.419351	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:08Z	cellular	warm	none	gateway	0	401	0.007419	0.042505	0.101183	0.360957	0.361132	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:10Z	cellular	warm	key	function	0	401	0.007240	0.055393	0.130208	0.410275	0.410560	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:10Z	cellular	warm	none	gateway	0	401	0.005143	0.053532	0.122366	0.346233	0.346382	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:12Z	cellular	warm	key	function	0	401	0.005369	0.042701	0.100932	0.439423	0.439586	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:12Z	cellular	warm	none	gateway	0	401	0.003890	0.039066	0.096324	0.219807	0.219906	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:14Z	cellular	warm	key	function	0	401	0.004797	0.039189	0.099795	0.457751	0.457889	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:14Z	cellular	warm	none	gateway	0	401	0.007874	0.043970	0.124457	0.359287	0.359527	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:16Z	cellular	warm	key	function	0	401	0.007188	0.042651	0.118111	0.458568	0.458852	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:16Z	cellular	warm	none	gateway	0	401	0.005193	0.038830	0.111322	0.244304	0.244547	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:18Z	cellular	warm	key	function	0	401	0.007327	0.057175	0.134507	0.363390	0.363613	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:18Z	cellular	warm	none	gateway	0	401	0.008177	0.061617	0.131285	0.319181	0.319445	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:20Z	cellular	warm	key	function	0	401	0.008700	0.039592	0.108119	0.428267	0.428438	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:20Z	cellular	warm	none	gateway	0	401	0.007406	0.054275	0.118554	0.248082	0.248360	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:22Z	cellular	warm	key	function	0	401	0.006043	0.055717	0.114009	0.348415	0.348667	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:22Z	cellular	warm	none	gateway	0	401	0.007726	0.048978	0.110664	0.342900	0.343090	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:24Z	cellular	warm	key	function	0	401	0.005350	0.036854	0.105044	0.451634	0.451745	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:24Z	cellular	warm	none	gateway	0	401	0.006982	0.045163	0.108104	0.251904	0.256449	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:26Z	cellular	warm	key	function	0	401	0.008022	0.059857	0.118490	0.382600	0.382853	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:26Z	cellular	warm	none	gateway	0	401	0.005455	0.043679	0.116618	0.247020	0.247270	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:28Z	cellular	warm	key	function	0	401	0.007510	0.048539	0.129231	0.525995	0.526320	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:29Z	cellular	warm	none	gateway	0	401	0.008435	0.044913	0.109846	0.309515	0.309780	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:30Z	cellular	warm	key	function	0	401	0.010831	0.080273	0.151344	0.415260	0.415391	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:31Z	cellular	warm	none	gateway	0	401	0.007692	0.053368	0.127342	0.327865	0.328301	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:32Z	cellular	warm	key	function	0	401	0.008872	0.057204	0.116744	0.429061	0.429321	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:33Z	cellular	warm	none	gateway	0	401	0.007053	0.039917	0.109723	0.331911	0.332112	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:34Z	cellular	warm	key	function	0	401	0.054735	0.108951	0.169273	0.443812	0.444035	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:35Z	cellular	warm	none	gateway	0	401	0.073626	0.117804	0.184362	0.350407	0.350614	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:36Z	cellular	warm	key	function	0	401	0.008141	0.053490	0.120065	0.470702	0.471001	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:37Z	cellular	warm	none	gateway	0	401	0.007208	0.061453	0.132998	0.291935	0.292218	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:38Z	cellular	warm	key	function	0	401	0.009703	0.060495	0.131583	0.447110	0.447295	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:39Z	cellular	warm	none	gateway	0	401	0.009299	0.042327	0.118532	0.342594	0.342838	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:41Z	cellular	warm	key	function	0	401	0.006585	0.048721	0.109550	0.433876	0.434057	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:41Z	cellular	warm	none	gateway	0	401	0.008668	0.045416	0.112349	0.259986	0.260260	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:43Z	cellular	warm	key	function	0	401	0.006942	0.067101	0.142305	0.514281	0.514635	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:43Z	cellular	warm	none	gateway	0	401	0.003965	0.039374	0.103166	0.332975	0.333218	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:45Z	cellular	warm	key	function	0	401	0.009289	0.055166	0.116473	0.426529	0.426654	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:45Z	cellular	warm	none	gateway	0	401	0.006963	0.045575	0.106321	0.359902	0.360077	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:47Z	cellular	warm	key	function	0	401	0.008924	0.061878	0.138439	0.461856	0.462598	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:47Z	cellular	warm	none	gateway	0	401	0.007007	0.052584	0.116504	0.315848	0.316078	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:49Z	cellular	warm	key	function	0	401	0.009356	0.061879	0.131955	0.416187	0.416463	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:49Z	cellular	warm	none	gateway	0	401	0.006960	0.042958	0.105347	0.331616	0.331914	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:51Z	cellular	warm	key	function	0	401	0.007647	0.062844	0.120000	0.287215	0.291703	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:51Z	cellular	warm	none	gateway	0	401	0.007976	0.042804	0.117632	0.254690	0.254928	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:53Z	cellular	warm	key	function	0	401	0.007050	0.063875	0.150362	0.534656	0.534975	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:53Z	cellular	warm	none	gateway	0	401	0.007685	0.051855	0.105456	0.321563	0.321757	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:55Z	cellular	warm	key	function	0	401	0.010078	0.063362	0.137945	0.449304	0.449771	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:55Z	cellular	warm	none	gateway	0	401	0.003859	0.035697	0.107996	0.353140	0.354461	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:57Z	cellular	warm	key	function	0	401	0.010246	0.052863	0.112303	0.429974	0.430161	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:26:58Z	cellular	warm	none	gateway	0	401	0.007423	0.055495	0.125528	0.324279	0.324653	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:26:59Z	cellular	warm	key	function	0	401	0.007852	0.054653	0.119429	0.413893	0.414074	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:00Z	cellular	warm	none	gateway	0	401	0.008512	0.046816	0.110780	0.329276	0.329513	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:01Z	cellular	warm	key	function	0	401	0.006596	0.054749	0.129264	0.464615	0.464893	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:02Z	cellular	warm	none	gateway	0	401	0.008988	0.049193	0.118012	0.358227	0.358421	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:03Z	cellular	warm	key	function	0	401	0.156392	0.203120	0.276184	0.591024	0.591474	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:04Z	cellular	warm	none	gateway	0	401	0.129510	0.175693	0.261028	0.478390	0.478721	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:06Z	cellular	warm	key	function	0	401	0.062751	0.113600	0.187858	0.457125	0.457393	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:06Z	cellular	warm	none	gateway	0	401	0.066838	0.121252	0.198007	0.479628	0.479938	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:08Z	cellular	warm	key	function	0	401	0.009246	0.061620	0.115612	0.427407	0.427653	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:08Z	cellular	warm	none	gateway	0	401	0.008674	0.056499	0.120365	0.253392	0.253579	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:10Z	cellular	warm	key	function	0	401	0.007666	0.054100	0.113883	0.345570	0.345774	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:10Z	cellular	warm	none	gateway	0	401	0.007829	0.046242	0.127020	0.350120	0.350325	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:12Z	cellular	warm	key	function	0	401	0.007299	0.057982	0.123356	0.433433	0.433568	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:12Z	cellular	warm	none	gateway	0	401	0.005926	0.038499	0.107320	0.235148	0.235271	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:14Z	cellular	warm	key	function	0	401	0.008486	0.053608	0.100664	0.429508	0.430393	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:14Z	cellular	warm	none	gateway	0	401	0.005469	0.052317	0.141718	0.283505	0.283790	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:16Z	cellular	warm	key	function	0	401	0.004249	0.047180	0.114136	0.472043	0.472331	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:16Z	cellular	warm	none	gateway	0	401	0.007872	0.043051	0.119019	0.307376	0.307655	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:18Z	cellular	warm	key	function	0	401	0.008124	0.060239	0.125263	0.425434	0.425629	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:18Z	cellular	warm	none	gateway	0	401	0.005022	0.045784	0.105723	0.403811	0.403914	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:20Z	cellular	warm	key	function	0	401	0.007361	0.054916	0.119595	0.329355	0.329535	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:20Z	cellular	warm	none	gateway	0	401	0.008344	0.046322	0.107661	0.338712	0.338991	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:22Z	cellular	warm	key	function	0	401	0.008139	0.054659	0.127917	0.410828	0.411305	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:22Z	cellular	warm	none	gateway	0	401	0.006755	0.040584	0.099858	0.249175	0.249685	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:24Z	cellular	warm	key	function	0	401	0.004065	0.071708	0.144667	0.501545	0.501708	104.18.38.10	1	{"error":"Sign in first."}
2	2026-09-07T04:27:25Z	cellular	warm	none	gateway	0	401	0.004941	0.042967	0.117717	0.344504	0.344784	104.18.38.10	1	{"code":"UNAUTHORIZED_NO_AUTH_HEADER","message":"Missing authorization header"}
2	2026-09-07T04:27:26Z	cellular	reused	key	function	0	401	0.008171	0.062545	0.130818	0.439222	0.439505	104.18.38.10	1	-
2	2026-09-07T04:27:27Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.312477	0.318300	104.18.38.10	0	-
2	2026-09-07T04:27:27Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313544	0.318711	104.18.38.10	0	-
2	2026-09-07T04:27:27Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.314250	0.314880	104.18.38.10	0	-
2	2026-09-07T04:27:28Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.317543	0.321668	104.18.38.10	0	-
2	2026-09-07T04:27:28Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.316281	0.316904	104.18.38.10	0	-
2	2026-09-07T04:27:28Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313784	0.314215	104.18.38.10	0	-
2	2026-09-07T04:27:29Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.319721	0.323007	104.18.38.10	0	-
2	2026-09-07T04:27:29Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313818	0.314506	104.18.38.10	0	-
2	2026-09-07T04:27:29Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.318660	0.321741	104.18.38.10	0	-
2	2026-09-07T04:27:30Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.315559	0.318493	104.18.38.10	0	-
2	2026-09-07T04:27:30Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.475769	0.478691	104.18.38.10	0	-
2	2026-09-07T04:27:30Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313533	0.318501	104.18.38.10	0	-
2	2026-09-07T04:27:31Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313418	0.313928	104.18.38.10	0	-
2	2026-09-07T04:27:31Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.318637	0.323814	104.18.38.10	0	-
2	2026-09-07T04:27:31Z	cellular	reused	key	function	0	401	0.000000	0.000000	0.000000	0.313460	0.318337	104.18.38.10	0	-
